  0.5500    0.156220665289783D+03    0.512000000000000D-03    0.800000000000000D-01    0.674573214957934D-10   -0.597533675316131D-16
  0.5500    0.141453637701051D+03    0.594205767565054D-03    0.840708853446895D-01    0.110627136447711D-09   -0.125891619695829D-15
  0.5500    0.128684842085765D+03    0.684770925622181D-03    0.881417706893790D-01    0.177206535354506D-09   -0.256048335343973D-15
  0.5500    0.117569331616555D+03    0.784100253068440D-03    0.922126560340685D-01    0.277846913429296D-09   -0.504332098448372D-15
  0.5500    0.107833503447226D+03    0.892598528800892D-03    0.962835413787580D-01    0.427210631237599D-09   -0.964673914116492D-15
  0.5500    0.992580973387559D+02    0.101067053171660D-02    0.100354426723448D+00    0.645197044982938D-09   -0.179623896282655D-14
  0.5500    0.916657398728326D+02    0.113872104071262D-02    0.104425312068137D+00    0.958464321794233D-09   -0.326281262412622D-14
  0.5500    0.849116965474687D+02    0.127715483468601D-02    0.108496197412827D+00    0.140230101836289D-08   -0.579272660529389D-14
  0.5500    0.788769211687468D+02    0.142637669253383D-02    0.112567082757516D+00    0.202290835824152D-08   -0.100684952479504D-13
  0.5500    0.734627727489801D+02    0.158679139315316D-02    0.116637968102206D+00    0.288016166294908D-08   -0.171587931637870D-13
  0.5500    0.685869579036928D+02    0.175880371544103D-02    0.120708853446895D+00    0.405092749955474D-08   -0.287099508883228D-13
  0.5500    0.641803843105450D+02    0.194281843829453D-02    0.124779738791585D+00    0.563302182898756D-08   -0.472200494486094D-13
  0.5500    0.601846987283252D+02    0.213924034061069D-02    0.128850624136274D+00    0.774990380299448D-08   -0.764262850699726D-13
  0.5500    0.565503445103805D+02    0.234847420128660D-02    0.132921509480964D+00    0.105562098936740D-07   -0.121845939516661D-12
  0.5500    0.532350170105765D+02    0.257092479921930D-02    0.136992394825653D+00    0.142442437800919D-07   -0.191523485498105D-12
  0.5500    0.502024263897627D+02    0.280699691330586D-02    0.141063280170343D+00    0.190515488966783D-07   -0.297051611765564D-12
  0.5500    0.474212998422887D+02    0.305709532244334D-02    0.145134165515032D+00    0.252697028057639D-07   -0.454952884679026D-12
  0.5500    0.448645717189997D+02    0.332162480552879D-02    0.149205050859722D+00    0.332544856325747D-07   -0.688532080510943D-12
  0.5500    0.425087221696399D+02    0.360099014145928D-02    0.153275936204411D+00    0.434375887400257D-07   -0.103033773533452D-11
  0.5500    0.403332339738020D+02    0.389559610913187D-02    0.157346821549101D+00    0.563400446710505D-07   -0.152540608699576D-11
  0.5500    0.383201440242491D+02    0.420584748744362D-02    0.161417706893790D+00    0.725875752007568D-07   -0.223550236542865D-11
  0.5500    0.364536710710017D+02    0.453214905529159D-02    0.165488592238480D+00    0.929280711772554D-07   -0.324462449031813D-11
  0.5500    0.347199052593893D+02    0.487490559157284D-02    0.169559477583169D+00    0.118251435751001D-06   -0.466609396206311D-11
  0.5500    0.331065480110398D+02    0.523452187518443D-02    0.173630362927859D+00    0.149612041667310D-06   -0.665162953102130D-11
  0.5500    0.316026931298704D+02    0.561140268502341D-02    0.177701248272548D+00    0.188254073599823D-06   -0.940288270141706D-11
  0.5500    0.301986418317766D+02    0.600595279998687D-02    0.181772133617238D+00    0.235658366913615D-06   -0.131872851830036D-10
  0.5500    0.288857458199147D+02    0.641857699897184D-02    0.185843018961927D+00    0.293482826888034D-06   -0.183499874430352D-10
  0.5500    0.276562736489797D+02    0.684968006087539D-02    0.189913904306617D+00    0.363781463254368D-06   -0.253494485118441D-10
  0.5500    0.265032965105791D+02    0.729966676459459D-02    0.193984789651306D+00    0.448861248407453D-06   -0.347730940861466D-10
  0.5500    0.254205902797705D+02    0.776894188902648D-02    0.198055674995996D+00    0.551418351277507D-06   -0.473787573183654D-10
  0.5500    0.244025512296901D+02    0.825791021306814D-02    0.202126560340685D+00    0.674569475941530D-06   -0.641365225897069D-10
  0.5500    0.234441232772854D+02    0.876697651561663D-02    0.206197445685375D+00    0.821906992054082D-06   -0.862814719709364D-10
  0.5500    0.225407349918254D+02    0.929654557556899D-02    0.210268331030064D+00    0.997560027760537D-06   -0.115377911641669D-09
  0.5500    0.216882448971918D+02    0.984702217182230D-02    0.214339216374754D+00    0.120626205060334D-05   -0.153397226339008D-09
  0.5500    0.208828938430247D+02    0.104188110832736D-01    0.218410101719443D+00    0.145342550087757D-05   -0.202811845784109D-09
  0.5500    0.201212634196282D+02    0.110123170888200D-01    0.222480987064133D+00    0.174522408322078D-05   -0.266708184691633D-09
  0.5500    0.194002395557941D+02    0.116279449673585D-01    0.226551872408822D+00    0.208868336677061D-05   -0.348921841115748D-09
  0.5500    0.187169805742294D+02    0.122660994977862D-01    0.230622757753512D+00    0.249178039191664D-05   -0.454198810399862D-09
  0.5500    0.180688890914947D+02    0.129271854590001D-01    0.234693643098201D+00    0.296355303292291D-05   -0.588386997890677D-09
  0.5500    0.174535872426219D+02    0.136116076298974D-01    0.238764528442891D+00    0.351421992080533D-05   -0.758662896994051D-09
  0.5500    0.168688947883362D+02    0.143197707893750D-01    0.242835413787580D+00    0.415531179017327D-05   -0.973798944342202D-09
  0.5500    0.163128097278560D+02    0.150520797163300D-01    0.246906299132270D+00    0.489981517768712D-05   -0.124447777514204D-08
  0.5500    0.157834910948259D+02    0.158089391896595D-01    0.250977184476959D+00    0.576232946879631D-05   -0.158366038357250D-08
  0.5500    0.152792436598819D+02    0.165907539882606D-01    0.255048069821649D+00    0.676208026763784D-05   -0.200825387625505D-08
  0.5500    0.147985043021295D+02    0.173979288910303D-01    0.259118955166338D+00    0.790889691656290D-05   -0.253342283109533D-08
  0.5500    0.143398298446461D+02    0.182308686768656D-01    0.263189840511028D+00    0.923613635867293D-05   -0.318789739978364D-08
  0.5500    0.139018861769918D+02    0.190899781246637D-01    0.267260725855717D+00    0.107509812074741D-04   -0.399052239322245D-08
  0.5500    0.134834385114280D+02    0.199756620133216D-01    0.271331611200407D+00    0.124919006170056D-04   -0.498071167553048D-08
  0.5500    0.130833426397878D+02    0.208883251217363D-01    0.275402496545096D+00    0.144830613116896D-04   -0.619461313365887D-08
  0.5500    0.127005370752536D+02    0.218283722288049D-01    0.279473381889786D+00    0.167561179877870D-04   -0.767787761082820D-08
  0.5500    0.123340359781451D+02    0.227962081134245D-01    0.283544267234475D+00    0.193462224603960D-04   -0.948448200216101D-08
  0.5500    0.119829227775809D+02    0.237922375544921D-01    0.287615152579165D+00    0.222923603512108D-04   -0.116780671671014D-07
  0.5500    0.116463444118685D+02    0.248168653309048D-01    0.291686037923854D+00    0.256377164523117D-04   -0.143334612856102D-07
  0.5500    0.113235061199670D+02    0.258704962215597D-01    0.295756923268544D+00    0.294300710549239D-04   -0.175384100485673D-07
  0.5500    0.110136667245790D+02    0.269535350053538D-01    0.299827808613233D+00    0.337222297258151D-04   -0.213955369686565D-07
  0.5500    0.107161343545435D+02    0.280663864611841D-01    0.303898693957923D+00    0.385725227928112D-04   -0.260245683048181D-07
  0.5500    0.104302625603853D+02    0.292094553679478D-01    0.307969579302612D+00    0.440451425145634D-04   -0.315647854158236D-07
  0.5500    0.101554467822613D+02    0.303831465045419D-01    0.312040464647302D+00    0.502110259979476D-04   -0.381779276216413D-07
  0.5500    0.989112113423317D+01    0.315878646498634D-01    0.316111349991991D+00    0.571481125609349D-04   -0.460512546014658D-07
  0.5500    0.963675547290001D+01    0.328240145828095D-01    0.320182235336681D+00    0.650210288108812D-04   -0.555326001069400D-07
  0.5500    0.939185272201196D+01    0.340920010822771D-01    0.324253120681370D+00    0.736873779519179D-04   -0.664769329212429D-07
  0.5500    0.915594642783289D+01    0.353922289271634D-01    0.328324006026060D+00    0.834872411686189D-04   -0.795655076246878D-07
  0.5500    0.892859852278445D+01    0.367251028963653D-01    0.332394891370749D+00    0.944552486428391D-04   -0.949960033109300D-07
  0.5500    0.870939727733491D+01    0.380910277687800D-01    0.336465776715439D+00    0.106715839593554D-03   -0.113145325341437D-06
  0.5500    0.849795542223911D+01    0.394904083233045D-01    0.340536662060128D+00    0.120405349076509D-03   -0.134444134058286D-06
  0.5500    0.829390842512685D+01    0.409236493388359D-01    0.344607547404818D+00    0.135910521236120D-03   -0.159983925371412D-06
  0.5500    0.809691290710838D+01    0.423911555942713D-01    0.348678432749507D+00    0.152682290222030D-03   -0.188522058436392D-06
  0.5500    0.790664518654558D+01    0.438933318685076D-01    0.352749318094197D+00    0.171611711538174D-03   -0.222494299747519D-06
  0.5500    0.772279993844962D+01    0.454305829404420D-01    0.356820203438886D+00    0.192656595371372D-03   -0.262019052901362D-06
  0.5500    0.754508895913006D+01    0.470033135889715D-01    0.360891088783576D+00    0.216030309652073D-03   -0.307909188336377D-06
  0.5500    0.737324002675664D+01    0.486119285929932D-01    0.364961974128265D+00    0.242531503701535D-03   -0.363054380445726D-06
  0.5500    0.720699584941651D+01    0.502568327314041D-01    0.369032859472955D+00    0.270717758305379D-03   -0.422570376332327D-06
  0.5500    0.704611309307193D+01    0.519384307831013D-01    0.373103744817644D+00    0.302563601373835D-03   -0.493535091073936D-06
  0.5500    0.689036148255702D+01    0.536571275269819D-01    0.377174630162334D+00    0.337806413320558D-03   -0.575277640420620D-06
  0.5500    0.673952296940809D+01    0.554133277419429D-01    0.381245515507023D+00    0.376776732104430D-03   -0.669254175528629D-06
  0.5500    0.659339096090878D+01    0.572074362068814D-01    0.385316400851713D+00    0.419835083213950D-03   -0.777090132255191D-06
  0.5500    0.645176960525744D+01    0.590398577006944D-01    0.389387286196402D+00    0.467375079976799D-03   -0.900595610097036D-06
  0.5500    0.631447312823555D+01    0.609109970022790D-01    0.393458171541092D+00    0.519824235689542D-03   -0.104178094279210D-05
  0.5500    0.618132521717990D+01    0.628212588905323D-01    0.397529056885781D+00    0.577651435943521D-03   -0.120287381087945D-05
  0.5500    0.605215844844214D+01    0.647710481443513D-01    0.401599942230471D+00    0.641366252079576D-03   -0.138633456343364D-05
  0.5500    0.592681375486231D+01    0.667607695426330D-01    0.405670827575160D+00    0.711524922020584D-03   -0.159487169191641D-05
  0.5500    0.580513993009169D+01    0.687908278642747D-01    0.409741712919850D+00    0.788734308137616D-03   -0.183145762221606D-05
  0.5500    0.568699316687967D+01    0.708616278881732D-01    0.413812598264539D+00    0.873656634524319D-03   -0.209934056433795D-05
  0.5500    0.557223662669036D+01    0.729735743932257D-01    0.417883483609229D+00    0.967014790506158D-03   -0.240205424585097D-05
  0.5500    0.546074003824286D+01    0.751270721583292D-01    0.421954368953918D+00    0.106959821528978D-02   -0.274342274455392D-05
  0.5500    0.535237932277473D+01    0.773225259623808D-01    0.426025254298608D+00    0.118226945354776D-02   -0.312755850902425D-05
  0.5500    0.524703624401486D+01    0.795603405842775D-01    0.430096139643297D+00    0.130597147704080D-02   -0.355885075463708D-05
  0.5500    0.514459808102092D+01    0.818409208029165D-01    0.434167024987987D+00    0.144173588387089D-02   -0.404194048664389D-05
  0.5500    0.504495732219035D+01    0.841646713971947D-01    0.438237910332676D+00    0.159069210646834D-02   -0.458167715984644D-05
  0.5500    0.494801137889301D+01    0.865319971460092D-01    0.442308795677366D+00    0.175407778336533D-02   -0.518305033374154D-05
  0.5500    0.485366231730054D+01    0.889433028282571D-01    0.446379681022055D+00    0.193325047831632D-02   -0.585108748466072D-05
  0.5500    0.476181660710277D+01    0.913989932228355D-01    0.450450566366745D+00    0.212970096524016D-02   -0.659070620600406D-05
  0.5500    0.467238488590672D+01    0.938994731086414D-01    0.454521451711434D+00    0.234506833987358D-02   -0.740650511195118D-05
  0.5500    0.458528173820943D+01    0.964451472645718D-01    0.458592337056124D+00    0.258115727095318D-02   -0.830247251680988D-05
  0.5500    0.450042548792324D+01    0.990364204695239D-01    0.462663222400813D+00    0.283995776753332D-02   -0.928158492582849D-05
  0.5500    0.441773800351210D+01    0.101673697502395D+00    0.466734107745503D+00    0.312366791775078D-02   -0.103452579085626D-04
  0.5500    0.433714451487033D+01    0.104357383142081D+00    0.470804993090192D+00    0.343472015185704D-02   -0.114925991632308D-04
  0.5500    0.425857344114198D+01    0.107087882167480D+00    0.474875878434882D+00    0.377581170369440D-02   -0.127193963261460D-04
  0.5500    0.418195622874002D+01    0.109865599357490D+00    0.478946763779571D+00    0.414994009650253D-02   -0.140167486897330D-04
  0.5500    0.410722719888055D+01    0.112690939491006D+00    0.483017649124261D+00    0.456044466947317D-02   -0.153692201924031D-04
  0.5500    0.403432340399857D+01    0.115564307346926D+00    0.487088534468950D+00    0.501105540189835D-02   -0.167523476791476D-04
