0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
308.6098938,-1.087,0.035,0.053,4.0,0.488,0.0,0.047,0.047,0.0,0.0,0.0,4.0,21.798,21.808,0.041,0.034,0.2,4.0,20.521,20.527,0.016,0.025,0.5,4.0,19.953,19.95,0.017,0.028,0.5,4.0,19.579,19.561,0.039,0.135,2.6
308.5014038,-1.2425507,0.008,0.028,4.0,0.595,4.0,20.587,20.568,0.033,0.099,2.4,4.0,19.378,19.387,0.008,0.02,1.6,4.0,18.854,18.855,0.006,0.008,0.3,4.0,18.617,18.617,0.008,0.007,0.1,4.0,18.464,18.477,0.018,0.039,1.3
308.5018921,-1.192006,0.031,0.028,4.0,0.563,0.0,0.061,0.061,0.0,0.0,0.0,4.0,20.372,20.375,0.013,0.015,0.3,4.0,18.786,18.786,0.006,0.011,0.7,4.0,17.914,17.922,0.007,0.026,2.8,4.0,17.428,17.433,0.011,0.019,0.8
308.5024109,-1.078585,0.025,0.017,4.0,0.519,4.0,21.675,21.721,0.083,0.147,0.7,4.0,20.426,20.433,0.014,0.031,1.3,4.0,19.904,19.904,0.01,0.015,0.5,4.0,19.695,19.691,0.013,0.016,0.4,4.0,19.552,19.544,0.036,0.044,0.3
308.5032959,-1.184507,0.009,0.032,4.0,0.56,3.0,22.558,22.443,0.167,0.17,0.4,4.0,20.674,20.653,0.016,0.051,2.6,4.0,19.792,19.8,0.01,0.031,2.4,4.0,19.467,19.462,0.012,0.027,1.1,4.0,19.252,19.238,0.029,0.076,1.9
308.5036926,-1.118605,0.01,0.019,4.0,0.535,4.0,21.502,21.47,0.069,0.211,2.0,4.0,19.556,19.566,0.009,0.027,2.5,4.0,18.729,18.728,0.006,0.011,1.0,4.0,18.391,18.393,0.008,0.017,1.1,4.0,18.206,18.187,0.015,0.032,1.3
308.5044861,-1.166052,0.008,0.009,4.0,0.553,4.0,22.13,22.068,0.11,0.136,0.4,4.0,20.068,20.067,0.011,0.013,0.3,4.0,19.149,19.148,0.007,0.021,2.0,4.0,18.785,18.776,0.009,0.032,3.0,4.0,18.552,18.54,0.018,0.042,1.4
308.5064087,-1.246178,0.006,0.023,4.0,0.591,4.0,21.712,21.696,0.083,0.455,4.8,4.0,20.128,20.126,0.011,0.021,1.0,4.0,19.378,19.384,0.008,0.015,1.1,4.0,19.055,19.054,0.01,0.009,0.3,4.0,18.865,18.867,0.022,0.05,1.0
308.5065002,-1.1045259,0.012,0.014,4.0,0.527,4.0,21.195,21.199,0.054,0.21,2.0,4.0,18.448,18.437,0.007,0.022,2.8,4.0,17.166,17.169,0.004,0.009,1.0,4.0,16.666,16.664,0.006,0.015,1.2,4.0,16.351,16.353,0.009,0.008,0.2
308.5054932,-1.094746,0.012,0.024,4.0,0.523,2.0,22.23,22.224,0.193,0.206,0.6,4.0,20.783,20.773,0.018,0.056,2.1,4.0,20.008,20.004,0.011,0.018,0.6,4.0,19.69,19.684,0.013,0.014,0.3,4.0,19.578,19.553,0.037,0.097,1.5
308.5070801,-1.2522889,0.006,0.029,4.0,0.593,4.0,20.137,20.129,0.026,0.076,2.1,4.0,18.76,18.761,0.007,0.019,1.9,4.0,18.145,18.145,0.005,0.008,0.6,4.0,17.87,17.866,0.007,0.013,0.7,4.0,17.721,17.721,0.012,0.013,0.3
308.507782,-1.1488422,0.016,0.021,4.0,0.545,4.0,21.997,21.997,0.103,0.181,0.4,4.0,19.735,19.735,0.01,0.015,0.6,4.0,18.757,18.762,0.006,0.01,0.9,4.0,18.386,18.378,0.007,0.018,1.6,4.0,18.162,18.162,0.015,0.008,0.1
308.5088806,-1.2282162,0.008,0.014,4.0,0.575,0.0,0.062,0.062,0.0,0.0,0.0,4.0,20.076,20.077,0.011,0.042,2.7,4.0,18.56,18.559,0.006,0.013,1.0,4.0,17.834,17.833,0.007,0.008,0.2,4.0,17.415,17.418,0.011,0.025,1.1
308.5093079,-1.239229,0.013,0.01,4.0,0.582,4.0,20.756,20.727,0.037,0.135,3.5,4.0,19.304,19.306,0.008,0.013,0.6,4.0,18.637,18.638,0.006,0.017,1.4,4.0,18.351,18.353,0.008,0.016,0.8,4.0,18.19,18.188,0.015,0.016,0.3
308.5113525,-1.1960932,0.028,0.048,4.0,0.558,0.0,0.071,0.071,0.0,0.0,0.0,4.0,22.687,22.647,0.081,0.138,0.7,4.0,20.98,20.967,0.023,0.042,0.8,4.0,19.636,19.637,0.013,0.013,0.2,4.0,18.878,18.873,0.022,0.016,0.1
308.5097961,-1.1956922,0.015,0.018,4.0,0.559,4.0,21.784,21.738,0.083,0.142,0.8,4.0,20.469,20.475,0.014,0.016,0.4,4.0,19.835,19.832,0.01,0.016,0.5,4.0,19.559,19.563,0.012,0.04,2.3,4.0,19.404,19.405,0.033,0.055,0.7
308.5115051,-1.146013,0.017,0.012,4.0,0.542,4.0,21.795,21.701,0.081,0.154,1.1,4.0,20.085,20.089,0.011,0.033,2.3,4.0,19.277,19.277,0.007,0.012,0.7,4.0,18.961,18.962,0.009,0.008,0.2,4.0,18.73,18.727,0.02,0.057,2.2
308.5125122,-1.244141,0.007,0.016,4.0,0.581,4.0,20.34,20.343,0.028,0.029,0.3,4.0,17.862,17.861,0.007,0.016,1.7,4.0,16.851,16.853,0.004,0.013,1.7,4.0,16.483,16.48,0.006,0.017,1.6,4.0,16.272,16.273,0.01,0.012,0.4
308.5125122,-1.1041679,0.019,0.029,4.0,0.524,2.0,22.17,22.063,0.157,0.362,2.2,4.0,20.409,20.418,0.014,0.03,1.3,4.0,19.539,19.538,0.008,0.01,0.4,4.0,19.214,19.205,0.01,0.03,2.2,4.0,18.926,18.957,0.024,0.069,2.1
308.5134888,-1.0543518,0.018,0.021,11.0,0.505,8.0,22.068,22.048,0.074,0.242,1.2,10.0,20.421,20.416,0.009,0.036,1.9,10.0,19.667,19.672,0.006,0.025,2.1,10.0,19.355,19.359,0.007,0.034,2.1,10.0,19.195,19.184,0.018,0.067,1.4
308.5150146,-1.215091,0.017,0.015,4.0,0.561,4.0,20.403,20.399,0.029,0.028,0.2,4.0,18.22,18.211,0.007,0.017,1.7,4.0,17.289,17.29,0.004,0.009,0.6,4.0,16.942,16.941,0.006,0.01,0.5,4.0,16.74,16.741,0.01,0.003,0.0
308.5154114,-1.1531889,0.008,0.023,4.0,0.541,4.0,19.839,19.854,0.021,0.079,2.8,4.0,17.859,17.853,0.007,0.018,2.1,4.0,17.003,16.995,0.004,0.015,2.6,4.0,16.654,16.655,0.006,0.005,0.1,4.0,16.438,16.437,0.01,0.015,0.6
308.5184937,-1.046639,0.018,0.031,12.0,0.502,10.0,21.714,21.673,0.049,0.138,0.7,11.0,19.958,19.955,0.009,0.03,0.9,11.0,19.134,19.144,0.006,0.026,1.8,11.0,18.815,18.814,0.005,0.023,1.6,11.0,18.606,18.599,0.012,0.075,4.2
308.5190125,-1.1183872,0.016,0.023,4.0,0.528,4.0,20.633,20.619,0.035,0.086,1.3,4.0,18.552,18.549,0.007,0.01,0.4,4.0,17.689,17.691,0.004,0.009,0.9,4.0,17.355,17.354,0.006,0.008,0.3,4.0,17.141,17.143,0.011,0.021,0.9
308.5177002,-1.1161382,0.016,0.021,4.0,0.528,2.0,22.174,22.07,0.176,0.444,2.8,4.0,19.565,19.565,0.009,0.002,0.0,4.0,18.22,18.227,0.005,0.011,1.3,4.0,17.628,17.622,0.007,0.026,2.5,4.0,17.262,17.256,0.011,0.019,0.7
308.5214844,-1.2392272,0.003,0.019,4.0,0.565,4.0,19.631,19.62,0.019,0.044,1.4,4.0,17.866,17.865,0.007,0.011,0.8,4.0,17.145,17.146,0.004,0.011,0.7,4.0,16.876,16.87,0.006,0.023,2.4,4.0,16.734,16.732,0.01,0.011,0.3
308.5217896,-1.1828473,0.011,0.015,4.0,0.546,4.0,20.213,20.205,0.026,0.056,1.1,4.0,18.955,18.953,0.008,0.008,0.3,4.0,18.389,18.386,0.005,0.012,1.3,4.0,18.151,18.151,0.007,0.011,0.5,4.0,18.006,18.009,0.014,0.009,0.1
308.5233459,-1.236619,0.013,0.021,4.0,0.562,4.0,20.933,20.917,0.043,0.061,0.6,4.0,18.782,18.779,0.008,0.016,1.1,4.0,17.919,17.915,0.006,0.011,0.8,4.0,17.572,17.569,0.007,0.023,2.1,4.0,17.364,17.37,0.011,0.017,0.5
308.5246887,-1.236883,0.011,0.012,4.0,0.561,4.0,21.506,21.515,0.069,0.079,0.3,4.0,19.513,19.511,0.009,0.021,0.6,4.0,18.666,18.659,0.007,0.015,1.1,4.0,18.32,18.318,0.008,0.017,1.0,4.0,18.124,18.127,0.015,0.021,0.4
308.526001,-1.2356142,0.016,0.038,4.0,0.56,0.0,0.058,0.058,0.0,0.0,0.0,4.0,22.974,22.871,0.099,0.153,0.8,4.0,21.383,21.38,0.032,0.028,0.2,4.0,20.077,20.06,0.017,0.044,1.7,4.0,19.263,19.266,0.03,0.09,2.0
308.5272827,-1.2374009,0.014,0.021,4.0,0.559,4.0,21.084,21.066,0.048,0.061,0.5,4.0,19.734,19.719,0.01,0.029,2.4,4.0,19.053,19.054,0.007,0.015,1.1,4.0,18.749,18.747,0.009,0.025,1.8,4.0,18.575,18.559,0.018,0.038,1.1
308.5307007,-1.1323342,0.003,0.018,4.0,0.53,4.0,20.578,20.566,0.032,0.113,2.9,4.0,18.362,18.359,0.007,0.008,0.4,4.0,17.472,17.471,0.004,0.013,1.5,4.0,17.135,17.134,0.006,0.007,0.2,4.0,16.956,16.958,0.01,0.023,1.1
308.5282898,-1.100809,0.006,0.008,4.0,0.516,4.0,21.437,21.454,0.062,0.067,0.3,4.0,20.277,20.274,0.013,0.021,0.6,4.0,19.82,19.82,0.011,0.033,2.1,4.0,19.612,19.605,0.014,0.033,1.3,4.0,19.417,19.398,0.034,0.064,0.9
308.5327148,-1.2323689,0.013,0.02,4.0,0.553,3.0,22.175,21.967,0.116,0.323,2.4,4.0,19.654,19.654,0.011,0.016,0.5,4.0,18.55,18.55,0.008,0.024,1.6,4.0,18.058,18.058,0.009,0.013,0.4,4.0,17.757,17.751,0.013,0.035,1.5
308.5320129,-1.2301842,0.025,0.031,4.0,0.553,0.0,0.065,0.065,0.0,0.0,0.0,4.0,21.648,21.658,0.034,0.082,1.4,4.0,20.169,20.171,0.013,0.017,0.4,4.0,19.493,19.494,0.012,0.02,0.8,4.0,19.124,19.121,0.027,0.05,0.8
308.5346069,-1.0995359,0.01,0.013,4.0,0.512,4.0,21.204,21.208,0.054,0.061,0.3,4.0,20.157,20.16,0.012,0.018,0.5,4.0,19.822,19.821,0.01,0.003,0.0,4.0,19.666,19.669,0.013,0.027,1.3,4.0,19.668,19.646,0.04,0.043,0.3
308.53479,-1.1648829,0.017,0.024,4.0,0.534,4.0,21.551,21.443,0.065,0.159,1.8,4.0,20.341,20.333,0.013,0.033,1.8,4.0,19.764,19.755,0.01,0.034,2.7,4.0,19.519,19.507,0.012,0.04,2.8,4.0,19.385,19.373,0.033,0.099,2.4
308.5377808,-1.2443242,0.013,0.017,4.0,0.553,0.0,0.054,0.054,0.0,0.0,0.0,4.0,20.567,20.568,0.015,0.03,0.8,4.0,19.087,19.089,0.007,0.007,0.2,4.0,18.389,18.391,0.008,0.014,1.0,4.0,17.95,17.947,0.014,0.043,2.5
308.5358887,-1.200583,0.008,0.028,4.0,0.541,0.0,0.067,0.067,0.0,0.0,0.0,4.0,20.113,20.118,0.012,0.024,1.0,4.0,18.583,18.581,0.006,0.012,1.0,4.0,17.754,17.752,0.007,0.005,0.2,4.0,17.276,17.276,0.011,0.018,0.8
308.5364075,-1.104582,0.013,0.017,4.0,0.514,4.0,21.686,21.62,0.077,0.2,1.9,4.0,19.595,19.597,0.009,0.02,0.8,4.0,18.662,18.667,0.006,0.015,2.1,4.0,18.272,18.272,0.007,0.005,0.1,4.0,18.041,18.046,0.014,0.023,0.5
308.5367126,-1.1541059,0.013,0.029,4.0,0.532,3.0,22.217,22.14,0.136,0.14,0.4,4.0,19.186,19.187,0.008,0.024,1.5,4.0,17.744,17.745,0.004,0.003,0.1,4.0,17.077,17.078,0.006,0.005,0.2,4.0,16.69,16.698,0.01,0.03,2.1
308.5372925,-1.195273,0.016,0.015,4.0,0.538,4.0,20.131,20.126,0.025,0.039,0.7,4.0,18.1,18.098,0.007,0.014,0.8,4.0,17.251,17.254,0.004,0.013,1.1,4.0,16.917,16.918,0.006,0.008,0.2,4.0,16.721,16.722,0.01,0.013,0.4
308.5376892,-1.1824009,0.014,0.016,4.0,0.535,3.0,22.131,22.187,0.134,0.16,0.4,4.0,19.753,19.748,0.01,0.016,0.7,4.0,18.372,18.373,0.005,0.004,0.1,4.0,17.764,17.767,0.007,0.008,0.5,4.0,17.402,17.399,0.011,0.023,1.1
308.5379639,-1.1781012,0.02,0.024,4.0,0.534,4.0,21.05,21.042,0.046,0.166,2.7,4.0,19.925,19.927,0.01,0.012,0.4,4.0,19.432,19.431,0.008,0.01,0.3,4.0,19.204,19.207,0.01,0.014,0.4,4.0,19.064,19.053,0.025,0.072,1.7
308.5380859,-1.084149,0.007,0.025,4.0,0.504,4.0,21.702,21.722,0.083,0.12,0.3,4.0,19.846,19.846,0.01,0.01,0.2,4.0,19.018,19.025,0.007,0.015,1.8,4.0,18.699,18.702,0.008,0.017,0.9,4.0,18.475,18.469,0.017,0.026,0.6
308.5390015,-1.20875,0.021,0.026,4.0,0.541,4.0,22.118,22.042,0.111,0.306,1.5,4.0,20.066,20.066,0.011,0.025,0.9,4.0,19.095,19.092,0.007,0.014,0.9,4.0,18.665,18.662,0.008,0.012,0.4,4.0,18.393,18.395,0.017,0.043,1.3
