0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
308.5404968,-1.134387,0.006,0.03,4.0,0.527,4.0,20.96,20.927,0.043,0.126,1.9,4.0,18.167,18.168,0.007,0.018,1.0,4.0,16.791,16.797,0.003,0.007,1.1,4.0,16.096,16.096,0.006,0.008,0.2,4.0,15.694,15.694,0.009,0.014,0.5
308.5404968,-1.137393,0.015,0.02,4.0,0.528,4.0,21.996,22.057,0.109,0.275,1.1,4.0,20.394,20.392,0.014,0.015,0.3,4.0,19.71,19.71,0.009,0.009,0.2,4.0,19.397,19.39,0.011,0.029,1.8,4.0,19.252,19.247,0.029,0.065,0.9
308.5419006,-1.1653322,0.013,0.03,4.0,0.532,3.0,21.906,21.901,0.103,0.066,0.1,4.0,19.589,19.583,0.009,0.017,0.8,4.0,18.53,18.532,0.006,0.008,0.6,4.0,18.11,18.112,0.007,0.012,0.5,4.0,17.889,17.882,0.013,0.03,1.3
308.5426636,-1.250967,0.006,0.021,4.0,0.55,4.0,22.02,21.96,0.103,0.263,1.2,4.0,20.078,20.075,0.011,0.012,0.3,4.0,19.207,19.209,0.007,0.018,1.3,4.0,18.843,18.838,0.009,0.027,2.4,4.0,18.615,18.603,0.019,0.061,2.4
308.5427551,-1.1750772,0.014,0.03,4.0,0.533,4.0,20.798,20.77,0.038,0.121,2.6,4.0,19.17,19.17,0.008,0.024,1.5,4.0,18.509,18.509,0.006,0.012,0.9,4.0,18.241,18.236,0.007,0.009,0.4,4.0,18.099,18.101,0.014,0.031,0.9
308.5469055,-1.164254,0.014,0.03,4.0,0.531,2.0,22.218,22.225,0.186,0.033,0.0,4.0,19.412,19.411,0.009,0.02,1.1,4.0,17.983,17.99,0.004,0.008,1.0,4.0,17.373,17.373,0.006,0.006,0.2,4.0,17.016,17.023,0.011,0.027,1.4
308.5473938,-1.1187,0.018,0.027,4.0,0.517,0.0,0.055,0.055,0.0,0.0,0.0,4.0,20.589,20.601,0.016,0.041,1.6,4.0,19.185,19.193,0.007,0.018,1.7,4.0,18.566,18.568,0.008,0.011,0.4,4.0,18.192,18.201,0.015,0.034,1.0
308.5502014,-1.21988,0.009,0.035,4.0,0.535,4.0,21.614,21.629,0.076,0.158,0.8,4.0,20.135,20.129,0.012,0.016,0.5,4.0,19.47,19.472,0.008,0.015,0.9,4.0,19.196,19.192,0.011,0.023,1.1,4.0,19.061,19.058,0.025,0.059,1.1
308.5506897,-1.06361,0.011,0.015,4.0,0.493,4.0,21.715,21.621,0.078,0.186,1.7,4.0,19.991,19.993,0.011,0.025,1.0,4.0,19.274,19.282,0.007,0.012,0.8,4.0,18.97,18.974,0.009,0.019,1.1,4.0,18.772,18.75,0.02,0.038,1.0
308.5568848,-1.166972,0.013,0.02,4.0,0.529,4.0,20.159,20.165,0.025,0.027,0.3,4.0,18.478,18.478,0.007,0.019,1.3,4.0,17.765,17.764,0.004,0.009,0.7,4.0,17.466,17.461,0.006,0.012,1.0,4.0,17.3,17.299,0.011,0.007,0.1
308.5571594,-1.236496,0.008,0.02,4.0,0.533,4.0,20.288,20.289,0.027,0.022,0.2,4.0,17.851,17.849,0.007,0.028,2.8,4.0,16.824,16.824,0.003,0.01,0.6,4.0,16.415,16.412,0.006,0.005,0.2,4.0,16.172,16.166,0.01,0.016,0.7
308.5580444,-1.093263,0.015,0.018,4.0,0.502,4.0,21.757,21.76,0.086,0.042,0.0,4.0,19.664,19.661,0.01,0.028,1.9,4.0,18.617,18.614,0.006,0.016,2.1,4.0,18.185,18.184,0.007,0.008,0.2,4.0,17.918,17.897,0.013,0.038,2.4
308.5602112,-1.106536,0.018,0.029,4.0,0.508,4.0,20.477,20.473,0.031,0.029,0.2,4.0,19.387,19.382,0.009,0.029,2.5,4.0,18.84,18.851,0.006,0.018,2.8,4.0,18.602,18.606,0.008,0.016,0.8,4.0,18.508,18.518,0.018,0.036,1.0
308.5612183,-1.2571242,0.007,0.007,4.0,0.532,4.0,20.916,20.943,0.043,0.099,1.2,4.0,19.27,19.272,0.008,0.011,0.3,4.0,18.508,18.517,0.005,0.013,1.6,4.0,18.194,18.204,0.007,0.022,2.8,4.0,17.999,18.005,0.014,0.019,0.5
308.5613098,-1.1709832,0.006,0.02,4.0,0.528,4.0,22.291,22.28,0.126,0.069,0.1,4.0,20.281,20.27,0.012,0.031,1.5,4.0,19.182,19.185,0.007,0.017,1.6,4.0,18.737,18.734,0.008,0.02,1.6,4.0,18.487,18.485,0.017,0.042,1.5
308.5630493,-1.199813,0.015,0.02,4.0,0.528,0.0,0.067,0.067,0.0,0.0,0.0,4.0,20.118,20.121,0.017,0.051,1.5,4.0,18.676,18.67,0.009,0.016,0.8,4.0,18.072,18.073,0.009,0.011,0.4,4.0,17.731,17.729,0.013,0.018,0.6
308.5626526,-1.200716,0.016,0.026,4.0,0.528,3.0,21.898,21.94,0.108,0.195,0.9,4.0,20.335,20.333,0.016,0.05,1.5,4.0,19.487,19.469,0.011,0.028,1.3,4.0,19.145,19.148,0.014,0.018,0.2,4.0,19.014,19.02,0.031,0.06,0.6
308.5632935,-1.245281,0.009,0.021,4.0,0.529,4.0,21.733,21.72,0.085,0.065,0.1,4.0,20.409,20.415,0.014,0.049,2.1,4.0,19.761,19.754,0.01,0.027,2.0,4.0,19.495,19.495,0.012,0.022,0.7,4.0,19.364,19.376,0.033,0.045,0.5
308.5628967,-1.243856,0.016,0.04,4.0,0.529,2.0,22.462,22.463,0.2,0.04,0.0,4.0,21.225,21.203,0.024,0.056,1.3,4.0,20.508,20.514,0.016,0.026,0.7,4.0,20.229,20.238,0.022,0.075,1.7,4.0,20.115,20.09,0.06,0.174,1.8
308.5643921,-1.1596538,0.017,0.045,4.0,0.525,0.0,0.065,0.065,0.0,0.0,0.0,4.0,21.991,21.996,0.046,0.085,0.9,4.0,20.6,20.611,0.017,0.028,0.7,4.0,19.998,20.007,0.016,0.027,0.7,4.0,19.528,19.536,0.037,0.053,0.5
308.564209,-1.2061123,0.016,0.021,4.0,0.528,4.0,20.742,20.731,0.036,0.07,0.9,4.0,19.429,19.433,0.009,0.021,0.9,4.0,18.854,18.85,0.006,0.015,1.2,4.0,18.601,18.599,0.008,0.009,0.4,4.0,18.465,18.464,0.017,0.03,0.7
308.5653992,-1.1692359,0.009,0.018,4.0,0.527,4.0,20.357,20.357,0.028,0.014,0.1,4.0,18.671,18.674,0.007,0.028,2.1,4.0,17.881,17.877,0.004,0.016,2.9,4.0,17.506,17.497,0.006,0.021,3.0,4.0,17.301,17.303,0.011,0.013,0.3
308.5664978,-1.2441509,0.008,0.015,4.0,0.527,4.0,21.565,21.523,0.069,0.156,1.2,4.0,19.308,19.306,0.008,0.029,2.5,4.0,18.266,18.269,0.005,0.014,1.8,4.0,17.843,17.839,0.007,0.008,0.5,4.0,17.61,17.608,0.012,0.029,1.2
308.5693054,-1.1954859,0.016,0.027,4.0,0.525,0.0,0.067,0.067,0.0,0.0,0.0,4.0,20.473,20.47,0.014,0.039,2.0,4.0,19.065,19.072,0.007,0.02,2.7,4.0,18.495,18.494,0.008,0.013,0.7,4.0,18.176,18.181,0.015,0.031,1.0
308.5725098,-1.161713,0.018,0.019,4.0,0.524,0.0,0.063,0.063,0.0,0.0,0.0,4.0,20.542,20.539,0.015,0.016,0.3,4.0,19.523,19.52,0.008,0.024,2.1,4.0,19.061,19.058,0.009,0.034,3.0,4.0,18.807,18.811,0.021,0.034,0.6
308.572998,-1.0930372,0.017,0.019,4.0,0.498,4.0,21.719,21.717,0.083,0.046,0.1,4.0,19.982,19.983,0.011,0.013,0.3,4.0,19.249,19.241,0.007,0.021,1.7,4.0,18.955,18.957,0.009,0.018,0.9,4.0,18.794,18.797,0.021,0.036,0.7
308.5767517,-1.1624807,0.016,0.013,4.0,0.523,3.0,22.115,22.198,0.132,0.461,3.4,4.0,20.321,20.302,0.013,0.042,2.8,4.0,19.33,19.333,0.008,0.009,0.4,4.0,18.922,18.918,0.009,0.02,1.4,4.0,18.731,18.723,0.02,0.038,1.0
308.5783081,-1.220655,0.023,0.022,4.0,0.52,2.0,21.812,21.787,0.131,0.113,0.3,4.0,20.504,20.505,0.016,0.052,2.4,4.0,19.496,19.488,0.008,0.015,1.0,4.0,19.069,19.061,0.009,0.016,0.8,4.0,18.831,18.827,0.022,0.043,1.0
308.5858459,-1.2310622,0.02,0.009,4.0,0.515,2.0,22.431,22.398,0.194,0.161,0.3,4.0,20.693,20.686,0.016,0.034,1.0,4.0,19.794,19.792,0.01,0.004,0.0,4.0,19.413,19.41,0.011,0.028,1.4,4.0,19.219,19.234,0.029,0.067,1.2
308.5946045,-1.2464529,0.029,0.023,4.0,0.508,2.0,22.554,22.558,0.192,0.034,0.0,4.0,20.4,20.386,0.014,0.041,2.2,4.0,19.504,19.504,0.008,0.004,0.1,4.0,19.135,19.138,0.01,0.03,2.0,4.0,18.952,18.942,0.024,0.051,1.1
308.5979614,-1.256162,0.031,0.009,4.0,0.503,4.0,21.737,21.735,0.083,0.024,0.0,4.0,18.92,18.919,0.009,0.028,2.4,4.0,17.638,17.642,0.006,0.01,0.5,4.0,17.148,17.146,0.008,0.012,0.6,4.0,16.87,16.87,0.012,0.014,0.4
308.6054077,-1.1995579,0.025,0.019,4.0,0.509,4.0,22.326,22.317,0.134,0.136,0.2,4.0,20.676,20.681,0.016,0.043,1.3,4.0,19.77,19.774,0.009,0.019,0.9,4.0,19.36,19.345,0.011,0.033,2.3,4.0,19.117,19.123,0.027,0.055,1.1
308.6087952,-1.212878,0.025,0.019,4.0,0.504,4.0,21.968,21.972,0.101,0.179,0.7,4.0,20.629,20.631,0.016,0.053,2.1,4.0,19.969,19.963,0.011,0.023,1.3,4.0,19.679,19.684,0.013,0.041,2.5,4.0,19.546,19.568,0.038,0.054,0.6
308.6092529,-1.2468872,0.029,0.014,4.0,0.498,4.0,21.233,21.205,0.055,0.109,0.9,4.0,19.815,19.821,0.011,0.03,1.4,4.0,19.215,19.215,0.007,0.007,0.2,4.0,18.931,18.934,0.009,0.011,0.3,4.0,18.819,18.818,0.022,0.04,0.8
308.5004883,-1.161709,0.014,0.03,4.0,0.554,0.0,0.065,0.065,0.0,0.0,0.0,4.0,21.812,21.793,0.038,0.092,1.3,4.0,20.215,20.216,0.013,0.014,0.3,4.0,19.279,19.281,0.01,0.018,0.6,4.0,18.752,18.749,0.02,0.03,0.5
308.500885,-1.1478,0.007,0.019,4.0,0.549,0.0,0.058,0.058,0.0,0.0,0.0,4.0,21.47,21.488,0.03,0.06,0.9,4.0,19.894,19.89,0.011,0.028,1.5,4.0,19.011,19.01,0.009,0.019,0.9,4.0,18.455,18.461,0.017,0.011,0.1
308.5046997,-1.2297629,0.003,0.021,4.0,0.582,0.0,0.064,0.064,0.0,0.0,0.0,4.0,21.435,21.451,0.029,0.095,2.7,4.0,19.915,19.917,0.011,0.023,1.1,4.0,19.298,19.3,0.011,0.014,0.5,4.0,18.872,18.867,0.022,0.017,0.2
308.5052185,-1.0881032,0.008,0.032,4.0,0.521,0.0,0.047,0.047,0.0,0.0,0.0,4.0,21.575,21.566,0.032,0.075,1.5,4.0,20.252,20.25,0.013,0.019,0.5,4.0,19.699,19.691,0.013,0.045,3.0,4.0,19.289,19.3,0.03,0.071,1.4
308.5080872,-1.0932182,0.012,0.021,4.0,0.521,0.0,0.046,0.046,0.0,0.0,0.0,4.0,21.093,21.08,0.022,0.032,0.6,4.0,19.532,19.533,0.008,0.012,0.6,4.0,18.733,18.734,0.008,0.005,0.1,4.0,18.258,18.266,0.015,0.047,1.7
308.511261,-1.1658549,0.023,0.038,4.0,0.548,0.0,0.065,0.065,0.0,0.0,0.0,4.0,21.449,21.466,0.029,0.065,1.2,4.0,20.288,20.288,0.014,0.033,1.1,4.0,19.76,19.753,0.013,0.027,1.1,4.0,19.431,19.438,0.034,0.066,1.0
308.5113525,-1.052887,0.022,0.028,12.0,0.506,0.0,0.051,0.051,0.0,0.0,0.0,11.0,21.837,21.818,0.024,0.118,2.2,11.0,20.293,20.284,0.009,0.047,1.6,11.0,18.87,18.857,0.005,0.026,2.3,11.0,18.074,18.065,0.008,0.025,0.8
308.5123596,-1.1416559,0.009,0.024,4.0,0.54,0.0,0.057,0.057,0.0,0.0,0.0,4.0,21.66,21.627,0.034,0.086,1.9,4.0,20.173,20.167,0.013,0.016,0.4,4.0,19.583,19.577,0.012,0.015,0.4,4.0,19.187,19.178,0.028,0.066,1.1
308.5162659,-1.0713062,0.015,0.028,4.0,0.509,0.0,0.056,0.056,0.0,0.0,0.0,4.0,21.439,21.434,0.029,0.051,0.7,4.0,20.22,20.22,0.013,0.005,0.0,4.0,19.75,19.752,0.013,0.016,0.3,4.0,19.392,19.4,0.033,0.082,1.6
308.5164185,-1.2003742,0.015,0.027,4.0,0.555,0.0,0.068,0.068,0.0,0.0,0.0,4.0,21.013,21.022,0.02,0.021,0.3,4.0,19.894,19.895,0.011,0.012,0.3,4.0,19.464,19.462,0.012,0.023,1.0,4.0,19.203,19.196,0.028,0.04,0.4
308.5209656,-1.217512,0.028,0.017,4.0,0.557,0.0,0.058,0.058,0.0,0.0,0.0,4.0,21.904,21.882,0.041,0.053,0.4,4.0,20.239,20.228,0.013,0.032,1.5,4.0,19.376,19.369,0.011,0.017,0.6,4.0,18.866,18.873,0.022,0.029,0.4
308.5212097,-1.0700052,0.009,0.02,4.0,0.506,0.0,0.055,0.055,0.0,0.0,0.0,4.0,21.283,21.297,0.026,0.056,0.8,4.0,19.785,19.783,0.01,0.011,0.3,4.0,18.743,18.749,0.008,0.025,2.1,4.0,18.136,18.135,0.014,0.029,1.2
308.5257874,-1.220445,0.017,0.055,4.0,0.554,0.0,0.058,0.058,0.0,0.0,0.0,4.0,21.536,21.531,0.032,0.035,0.3,4.0,20.027,20.023,0.012,0.028,1.6,4.0,19.152,19.161,0.01,0.022,1.2,4.0,18.668,18.666,0.02,0.022,0.3
308.5263977,-1.053972,0.022,0.031,11.0,0.499,0.0,0.052,0.052,0.0,0.0,0.0,9.0,22.483,22.461,0.045,0.123,0.7,10.0,20.912,20.919,0.014,0.046,0.9,10.0,19.922,19.91,0.01,0.027,0.9,10.0,19.261,19.272,0.019,0.067,1.1
308.5264893,-1.1651289,0.025,0.036,4.0,0.537,0.0,0.065,0.065,0.0,0.0,0.0,4.0,21.47,21.465,0.03,0.091,2.7,4.0,20.317,20.32,0.014,0.034,1.5,4.0,19.857,19.859,0.014,0.01,0.1,4.0,19.49,19.519,0.036,0.075,1.0
308.5328064,-1.1013632,0.032,0.036,4.0,0.514,0.0,0.05,0.05,0.0,0.0,0.0,4.0,21.712,21.708,0.037,0.109,2.1,4.0,20.226,20.218,0.013,0.02,0.7,4.0,19.345,19.351,0.011,0.014,0.5,4.0,18.799,18.8,0.021,0.039,0.6
308.536499,-1.127187,0.016,0.023,4.0,0.526,0.0,0.056,0.056,0.0,0.0,0.0,4.0,21.092,21.095,0.022,0.058,1.3,4.0,19.524,19.527,0.008,0.009,0.2,4.0,18.556,18.556,0.008,0.012,0.6,4.0,17.998,18.003,0.014,0.033,1.2
308.5378418,-1.0975579,0.024,0.035,4.0,0.509,0.0,0.049,0.049,0.0,0.0,0.0,4.0,21.255,21.274,0.025,0.05,0.9,4.0,20.12,20.125,0.012,0.013,0.3,4.0,19.669,19.674,0.013,0.038,1.3,4.0,19.335,19.313,0.031,0.061,0.9
308.5379639,-1.1003122,0.013,0.027,4.0,0.511,0.0,0.05,0.05,0.0,0.0,0.0,4.0,21.331,21.323,0.026,0.045,0.7,4.0,20.324,20.326,0.014,0.016,0.3,4.0,19.937,19.931,0.015,0.022,0.5,4.0,19.619,19.612,0.039,0.129,2.7
308.5387878,-1.224357,0.028,0.036,4.0,0.545,0.0,0.057,0.057,0.0,0.0,0.0,4.0,21.334,21.325,0.026,0.045,0.7,4.0,19.768,19.771,0.01,0.016,0.6,4.0,18.814,18.818,0.009,0.012,0.4,4.0,18.265,18.268,0.016,0.021,0.4
308.5393066,-1.1495507,0.017,0.026,4.0,0.531,0.0,0.058,0.058,0.0,0.0,0.0,4.0,21.171,21.17,0.023,0.02,0.2,4.0,19.726,19.728,0.01,0.011,0.3,4.0,19.154,19.159,0.01,0.031,1.6,4.0,18.765,18.769,0.021,0.064,1.8
308.5394897,-1.0819174,0.044,0.013,4.0,0.503,0.0,0.037,0.037,0.0,0.0,0.0,4.0,21.057,21.057,0.022,0.047,1.0,4.0,19.682,19.688,0.009,0.018,1.1,4.0,19.143,19.138,0.01,0.017,0.9,4.0,18.75,18.742,0.02,0.041,0.9
308.5400085,-1.179201,0.016,0.032,4.0,0.534,0.0,0.054,0.054,0.0,0.0,0.0,4.0,20.862,20.866,0.019,0.02,0.2,4.0,19.268,19.274,0.008,0.022,1.9,4.0,18.277,18.278,0.007,0.008,0.2,4.0,17.739,17.742,0.013,0.021,0.8
308.5401001,-1.04484,0.028,0.022,10.0,0.493,7.0,22.272,22.204,0.089,0.148,0.5,9.0,20.633,20.644,0.011,0.063,1.7,9.0,19.882,19.888,0.007,0.028,1.3,9.0,19.579,19.583,0.008,0.019,0.6,9.0,19.419,19.408,0.022,0.063,0.9
308.5418091,-1.08217,0.021,0.023,4.0,0.502,0.0,0.038,0.038,0.0,0.0,0.0,4.0,21.702,21.697,0.036,0.047,0.4,4.0,20.172,20.164,0.013,0.03,1.4,4.0,19.013,19.005,0.009,0.024,1.6,4.0,18.345,18.34,0.016,0.027,0.7
308.5437927,-1.1695507,0.031,0.056,4.0,0.532,0.0,0.066,0.066,0.0,0.0,0.0,4.0,21.979,21.965,0.045,0.065,0.5,4.0,20.312,20.309,0.014,0.035,1.7,4.0,19.128,19.123,0.01,0.009,0.2,4.0,18.425,18.419,0.017,0.026,0.5
308.5458069,-1.1903344,0.038,0.022,4.0,0.533,0.0,0.063,0.063,0.0,0.0,0.0,4.0,21.947,21.939,0.044,0.073,0.7,4.0,20.464,20.457,0.016,0.031,1.2,4.0,19.449,19.446,0.012,0.015,0.4,4.0,18.871,18.88,0.022,0.044,1.0
308.5482178,-1.1390829,0.011,0.042,4.0,0.525,0.0,0.057,0.057,0.0,0.0,0.0,4.0,21.399,21.398,0.028,0.05,0.7,4.0,20.031,20.029,0.011,0.012,0.3,4.0,19.464,19.462,0.011,0.011,0.2,4.0,19.146,19.123,0.027,0.104,3.2
308.5491028,-1.0850942,0.016,0.024,4.0,0.501,0.0,0.046,0.046,0.0,0.0,0.0,4.0,20.906,20.895,0.019,0.038,0.9,4.0,19.525,19.535,0.008,0.023,2.2,4.0,18.919,18.917,0.009,0.008,0.2,4.0,18.539,18.533,0.018,0.019,0.3
308.5491028,-1.215731,0.019,0.022,4.0,0.535,0.0,0.057,0.057,0.0,0.0,0.0,4.0,21.318,21.303,0.026,0.088,2.6,4.0,20.361,20.364,0.015,0.021,0.5,4.0,19.974,19.964,0.016,0.028,0.8,4.0,19.797,19.794,0.046,0.033,0.1
308.5492554,-1.1269102,0.026,0.027,4.0,0.521,0.0,0.056,0.056,0.0,0.0,0.0,4.0,21.148,21.145,0.023,0.032,0.5,4.0,19.92,19.918,0.011,0.022,0.9,4.0,19.432,19.431,0.011,0.015,0.4,4.0,19.147,19.121,0.027,0.069,1.6
308.5498047,-1.1807272,0.021,0.018,4.0,0.531,0.0,0.055,0.055,0.0,0.0,0.0,4.0,21.703,21.71,0.036,0.059,0.6,4.0,20.248,20.244,0.013,0.032,1.5,4.0,19.47,19.473,0.012,0.018,0.6,4.0,19.016,19.017,0.025,0.047,0.7
308.5499878,-1.1297698,0.035,0.028,4.0,0.522,4.0,22.414,22.127,0.117,0.432,4.0,4.0,20.88,20.88,0.019,0.03,0.6,4.0,20.224,20.214,0.013,0.038,1.8,4.0,19.907,19.894,0.015,0.038,1.7,4.0,19.645,19.639,0.039,0.015,0.0
308.5516968,-1.2360902,0.015,0.029,4.0,0.537,0.0,0.055,0.055,0.0,0.0,0.0,4.0,21.236,21.226,0.024,0.06,1.7,4.0,19.716,19.714,0.009,0.013,0.4,4.0,18.963,18.959,0.009,0.019,1.0,4.0,18.564,18.554,0.018,0.041,1.3
308.5523071,-1.225616,0.006,0.018,4.0,0.534,0.0,0.064,0.064,0.0,0.0,0.0,4.0,20.963,20.968,0.02,0.041,0.8,4.0,19.441,19.434,0.008,0.019,1.4,4.0,18.411,18.408,0.008,0.01,0.4,4.0,17.816,17.819,0.013,0.015,0.3
308.5527954,-1.1200989,0.01,0.033,4.0,0.517,0.0,0.056,0.056,0.0,0.0,0.0,4.0,21.345,21.362,0.027,0.055,1.0,4.0,19.78,19.796,0.01,0.026,2.0,4.0,18.972,18.971,0.009,0.027,2.1,4.0,18.482,18.477,0.017,0.025,0.5
308.5557861,-1.1127189,0.013,0.026,4.0,0.512,0.0,0.049,0.049,0.0,0.0,0.0,4.0,21.509,21.501,0.031,0.069,1.0,4.0,20.079,20.072,0.012,0.036,2.0,4.0,18.911,18.918,0.009,0.023,1.4,4.0,18.284,18.284,0.016,0.031,0.8
308.5660095,-1.2474949,0.012,0.021,4.0,0.527,0.0,0.041,0.041,0.0,0.0,0.0,4.0,21.294,21.271,0.025,0.075,2.4,4.0,19.922,19.924,0.011,0.018,0.7,4.0,19.346,19.35,0.011,0.015,0.5,4.0,18.992,18.984,0.024,0.037,0.5
308.5703125,-1.240995,0.031,0.02,4.0,0.524,4.0,22.012,21.999,0.1,0.169,0.8,4.0,20.901,20.88,0.019,0.037,1.1,4.0,20.295,20.306,0.014,0.035,1.6,4.0,20.041,20.034,0.017,0.02,0.4,4.0,19.954,19.887,0.052,0.143,1.9
308.5740051,-1.153875,0.011,0.03,4.0,0.521,0.0,0.057,0.057,0.0,0.0,0.0,4.0,21.018,21.0,0.021,0.051,1.5,4.0,19.522,19.521,0.008,0.022,1.7,4.0,18.837,18.822,0.009,0.024,2.5,4.0,18.429,18.432,0.017,0.06,2.6
308.5769958,-1.1743132,0.043,0.007,4.0,0.523,4.0,22.333,22.341,0.137,0.097,0.1,4.0,20.981,20.988,0.02,0.057,1.4,4.0,20.415,20.407,0.015,0.024,0.5,4.0,20.159,20.137,0.018,0.056,2.4,4.0,19.948,19.922,0.05,0.079,0.8
308.5809631,-1.1827842,0.026,0.029,4.0,0.521,0.0,0.055,0.055,0.0,0.0,0.0,4.0,21.364,21.332,0.029,0.072,1.5,4.0,19.748,19.745,0.009,0.022,1.3,4.0,18.941,18.936,0.009,0.026,2.3,4.0,18.499,18.504,0.018,0.048,1.4
308.5800476,-1.1369542,0.039,0.019,4.0,0.516,2.0,22.69,22.688,0.227,0.051,0.0,4.0,21.178,21.185,0.024,0.078,2.4,4.0,20.51,20.504,0.017,0.032,0.9,4.0,20.147,20.141,0.018,0.025,0.4,4.0,19.927,19.913,0.05,0.057,0.3
308.5822144,-1.2268052,0.03,0.02,4.0,0.518,0.0,0.065,0.065,0.0,0.0,0.0,4.0,21.611,21.605,0.033,0.023,0.1,4.0,20.272,20.256,0.013,0.044,3.0,4.0,19.755,19.759,0.014,0.01,0.1,4.0,19.422,19.444,0.035,0.07,1.0
308.585083,-1.234236,0.031,0.022,4.0,0.516,0.0,0.065,0.065,0.0,0.0,0.0,4.0,21.847,21.797,0.039,0.106,2.0,4.0,20.425,20.427,0.015,0.02,0.4,4.0,19.782,19.778,0.014,0.028,0.8,4.0,19.419,19.434,0.034,0.04,0.3
308.5858459,-1.1754842,0.018,0.055,4.0,0.52,4.0,22.083,22.068,0.111,0.185,0.6,4.0,20.865,20.852,0.018,0.058,2.8,4.0,20.146,20.151,0.012,0.036,2.1,4.0,19.797,19.801,0.014,0.038,2.0,4.0,19.637,19.588,0.038,0.119,2.4
308.5883484,-1.089017,0.02,0.012,4.0,0.493,0.0,0.047,0.047,0.0,0.0,0.0,4.0,21.575,21.585,0.035,0.017,0.1,4.0,20.323,20.329,0.014,0.025,0.8,4.0,19.733,19.722,0.013,0.031,1.3,4.0,19.396,19.358,0.032,0.097,2.0
308.5920105,-1.045967,0.058,0.035,12.0,0.477,0.0,0.051,0.051,0.0,0.0,0.0,11.0,21.857,21.857,0.026,0.044,0.3,11.0,20.288,20.277,0.009,0.03,0.7,11.0,19.067,19.069,0.006,0.031,2.7,11.0,18.385,18.378,0.01,0.03,0.8
308.5952148,-1.0977042,0.024,0.02,4.0,0.495,0.0,0.05,0.05,0.0,0.0,0.0,4.0,21.453,21.453,0.03,0.034,0.3,4.0,20.091,20.1,0.012,0.033,2.0,4.0,19.537,19.545,0.012,0.02,0.7,4.0,19.226,19.229,0.029,0.052,0.9
308.5986023,-1.2237343,0.03,0.015,4.0,0.509,0.0,0.057,0.057,0.0,0.0,0.0,4.0,21.228,21.213,0.024,0.052,1.1,4.0,19.714,19.711,0.009,0.018,0.8,4.0,18.944,18.948,0.009,0.018,0.8,4.0,18.535,18.533,0.018,0.029,0.6
308.6053162,-1.2442499,0.018,0.015,4.0,0.501,0.0,0.055,0.055,0.0,0.0,0.0,4.0,21.403,21.374,0.028,0.07,2.0,4.0,20.212,20.207,0.013,0.033,1.6,4.0,19.674,19.66,0.013,0.021,0.8,4.0,19.388,19.392,0.033,0.025,0.1
308.6072083,-1.0486689,0.03,0.053,12.0,0.473,10.0,22.046,21.955,0.065,0.263,1.4,11.0,20.689,20.678,0.01,0.045,1.9,11.0,20.035,20.031,0.007,0.026,1.2,11.0,19.753,19.75,0.008,0.043,2.2,11.0,19.537,19.548,0.023,0.089,1.1
308.6090088,-1.2424359,0.046,0.02,4.0,0.499,0.0,0.055,0.055,0.0,0.0,0.0,4.0,21.467,21.462,0.03,0.014,0.1,4.0,20.152,20.149,0.012,0.027,1.1,4.0,19.644,19.635,0.013,0.02,0.7,4.0,19.351,19.35,0.033,0.039,0.3
308.6117554,-1.240158,0.035,0.012,4.0,0.498,0.0,0.056,0.056,0.0,0.0,0.0,4.0,21.688,21.695,0.036,0.098,1.5,4.0,20.251,20.251,0.013,0.021,0.5,4.0,19.568,19.56,0.012,0.028,1.3,4.0,19.16,19.127,0.027,0.072,1.8
308.5057068,-1.053172,0.022,0.036,11.0,0.509,0.0,0.052,0.052,0.0,0.0,0.0,9.0,22.334,22.288,0.039,0.121,1.2,10.0,20.729,20.713,0.012,0.061,2.8,10.0,19.56,19.56,0.008,0.042,2.8,10.0,18.931,18.93,0.015,0.062,1.7
308.5228882,-1.1233392,0.014,0.031,4.0,0.529,0.0,0.057,0.057,0.0,0.0,0.0,4.0,21.891,21.893,0.042,0.017,0.0,4.0,20.356,20.359,0.014,0.024,0.8,4.0,19.557,19.561,0.012,0.021,0.6,4.0,19.008,19.017,0.025,0.038,0.6
308.5422668,-1.1256559,0.049,0.032,4.0,0.523,0.0,0.057,0.057,0.0,0.0,0.0,4.0,22.031,22.018,0.048,0.141,2.1,4.0,20.448,20.463,0.015,0.057,2.2,4.0,18.995,18.995,0.009,0.015,0.6,4.0,18.197,18.195,0.015,0.013,0.2
308.5516052,-1.2289822,0.017,0.053,4.0,0.536,0.0,0.066,0.066,0.0,0.0,0.0,4.0,22.765,22.739,0.089,0.211,0.8,4.0,21.194,21.188,0.027,0.053,1.1,4.0,19.714,19.712,0.014,0.023,0.6,4.0,18.921,18.909,0.023,0.044,1.0
308.5527039,-1.2180252,0.033,0.046,4.0,0.532,0.0,0.059,0.059,0.0,0.0,0.0,4.0,22.596,22.591,0.075,0.084,0.3,4.0,21.082,21.09,0.025,0.042,0.6,4.0,19.605,19.6,0.013,0.016,0.4,4.0,18.822,18.837,0.022,0.033,0.6
